materia,dim,antes,despues,evidencia
Tipografía Aplicada,NC10,1,0,"No aparece en el programa: no hay canales, promoción, venta ni distribución (publicar en web/móvil es medio de diseño, no comercialización)."
Tipografía Aplicada,NC11,1,0,No aparece en el programa: no se trabaja viabilidad ni sostenibilidad de una iniciativa.
Tipografía Aplicada,NC12,1,0,"No aparece: presentar avances en clase no constituye coordinación de alcance, equipos, clientes ni riesgos."
Estudio de Información y Visualización,DV3,2,0,"Refutación fallida: no hay selección, composición ni sistemas tipográficos en fines, contenidos ni actividades. 'Estructuras textuales' (línea 30) es un tipo de estructura informativa (visualización de texto como dato), no enseñanza tipográfica. Según la escala, 0 = no aparece; el 2 original era ind"
Estudio de Información y Visualización,DV4,2,0,"Refutación fallida: grep confirma cero menciones de fotografía, ilustración o tratamiento de imagen en todo el programa. Las 'estructuras visuales' y 'representación gráfica de datos' son DV9, no creación/tratamiento de imagen. 0 es exacto."
Estudio de Información y Visualización,DV5,3,2,"Defendible: la conceptualización se ejercita implícitamente ('Tipos de datos y estrategias para presentar información en función de su contenido' aplicado en 'Desarrollar guiado de proyectos'), pero el fin de aprendizaje nombra organización, jerarquización y representación — no construcción de conce"
Estudio de Información y Visualización,DV8,2,1,Solo se introduce como tema: 'Diseño para medios impresos y formatos'; no hay organización secuencial de textos e imágenes en medios editoriales.
Estudio de Información y Visualización,DV11,3,2,"Refutado: el auditor subestimó la evidencia. Además de 'Diseño integral', existe la unidad completa 'Medios y soportes' (impreso, digital, ambiental, exposiciones, interactivo) y la actividad independiente 'Construir de propuestas visuales para distintos medios y soportes' — eso es aplicar la adapta"
Estudio de Información y Visualización,DV12,3,2,"Defendible: hay aplicación clara ('Desarrollar iterativo de proyectos de visualización', 'Investigar de referentes contemporáneos', 'Analizar y organización de datos', contenido 'Proceso de práctica del trabajo con datos'), pero ni el fin de aprendizaje ni los criterios de evaluación establecen la i"
Estudio de Información y Visualización,DV13,2,0,"Refutación fallida: no existen prototipos, maquetas, pruebas ni materialización técnica en ninguna sección (grep lo confirma). Los entregables son 'propuestas' visuales y compositivas — la elaboración de la visualización misma es DV9, no producción/prototipado. 0 según la escala."
Estudio de Información y Visualización,DV14,1,0,No aparece en el programa.
Estudio de Información y Visualización,DV15,3,2,"Defendible: 'Presentar y retroalimentar de propuestas visuales' y 'Analizar de referentes' son ejercicio aplicado de crítica bajo conducción, pero la argumentación/justificación no figura en el fin de aprendizaje ni como criterio de evaluación con peso propio. Aplica=2, no 3."
Estudio de Información y Visualización,NC1,3,0,"Refutación fallida: el programa no contiene ningún estudio de necesidades, hábitos, motivaciones ni contextos de públicos (grep: cero menciones de usuario/público/audiencia). 'Clara, estructurada y pertinente en distintos medios y soportes' califica la comunicación respecto a medios, no análisis de "
Estudio de Información y Visualización,NC2,2,0,"Refutación fallida: no hay detección de problemas u oportunidades donde el diseño produzca valor en fines, contenidos, actividades ni evaluación. 0 correcto."
Estudio de Información y Visualización,NC3,2,0,"Refutación fallida: 'propuestas' en el programa significa propuestas de diseño (compositivas/visuales), no propuesta de valor de una oferta creativa; no hay definición de beneficio ni pertinencia de oferta. 0 correcto."
Estudio de Información y Visualización,NC4,1,0,No aparece en el programa.
Estudio de Información y Visualización,NC5,2,0,"Refutación fallida: la única instancia de retroalimentación es 'Presentar y retroalimentar de propuestas visuales', crítica en aula bajo conducción académica — no comprobación de pertinencia, deseabilidad, adopción o funcionamiento con usuarios reales. 0 correcto."
Estudio de Información y Visualización,NC6,2,0,"Refutación fallida: el programa culmina en propuestas de diseño de información, no en la transformación de una idea en oferta implementable (producto/servicio/experiencia de negocio). 'Diseño de exposiciones' es contenido de medio/soporte (DV9/DV11), no desarrollo de oferta. 0 correcto."
Estudio de Información y Visualización,NC9,1,0,"No aparece organización de recursos, proveedores, tiempos ni procesos de ejecución en el programa."
Estudio de Información y Visualización,NC10,1,0,No aparece en el programa.
Estudio de Información y Visualización,NC11,1,0,No aparece en el programa.
Estudio de Información y Visualización,NC12,1,0,"Los 'proyectos' del programa son didácticos (parciales y final); no hay gestión de alcance, equipos, clientes, riesgos ni entregables con terceros."
Producción de Diseño y Prototipos,DV1,2,1,"El color aparece solo como reproducción técnica: 'Gestión del color', 'Modelos de color: RGB, CMYK, HEX, Pantone', 'colores primarios, secundarios, terciarios' — introduce conceptos, sin uso intencional del lenguaje visual como decisión de diseño"
Producción de Diseño y Prototipos,DV3,1,2,"La evidencia existe (línea 55: 'Tipografía: licencias, uso correctos e indebidos... kerning y tracking' dentro de la unidad editorial) y no es solo contenido introductorio: la actividad 'Elaborar archivos digitales para empaque y proyectos editoriales' y el criterio 'Generación de archivos digitales"
Producción de Diseño y Prototipos,DV5,2,0,"No refutable: en todo el programa no hay construcción de conceptos que articulen intención, forma y contenido. El fin de aprendizaje es 'producir piezas... a través de los archivos digitales de preprensa correctos'; todo el temario es técnico (color, suaje, preflight, sustratos). La palabra 'concept"
Producción de Diseño y Prototipos,DV6,2,0,"No refutable: 'público', 'audiencia' y 'mensaje' no aparecen en el programa. 'Producir piezas de diseño visual' está calificado en el propio fin como 'optimizadas... para su reproducción en sistemas de impresión comercial', es decir preprensa y reproducción, no formulación de mensajes para públicos."
Producción de Diseño y Prototipos,DV7,1,0,"No aparece en el programa (ninguna mención a identidad, marca o lenguajes de reconocimiento)"
Producción de Diseño y Prototipos,DV8,1,2,"La evidencia existe: unidad completa 'Elaboración de Archivos de Diseño Editorial' (líneas 51-62: compaginación, imposición, EPUB, preflight), 'Partes de un libro' (línea 75), actividad de elaborar archivos editoriales y evaluación al 30%. Es aplicación real de organización secuencial en proyectos, "
Producción de Diseño y Prototipos,DV9,1,0,"No aparece: la 'Ficha técnica y recomendaciones para impresión' es especificación de producción, no síntesis ni visualización de datos"
Producción de Diseño y Prototipos,DV10,2,1,"Solo 'Elaboración de publicaciones digitales (EPUB)' y 'Formatos de archivos digitales para impresión y para web' — introduce salida a medios digitales, sin diseño de interfaces, comportamientos ni interacción"
Producción de Diseño y Prototipos,DV11,2,0,"No refutable: el 'Estándar de preprensa de empaques: capas, color, configuración' y los 'estándares universales de las artes gráficas' son normas técnicas de reproducción que el alumno aplica, no creación de reglas visuales consistentes, adaptables y escalables. Nada en el programa implica diseñar s"
Producción de Diseño y Prototipos,DV12,3,2,"La evidencia existe (línea 103: 'Generar investigaciones de campo sobre las técnicas de producción comercial') y es actividad independiente ejecutada por el alumno, luego se aplica (más que introducir, 2 y no 1). No es 3: la investigación solo se evalúa dentro de 'Participación en clase en análisis,"
Producción de Diseño y Prototipos,DV14,1,0,No aparece en el programa (sin definición ni supervisión de lenguaje visual de proyecto)
Producción de Diseño y Prototipos,DV15,3,2,"La evidencia existe: participación en 'análisis, discusiones e investigaciones y presentaciones' (10%), 'generar sus propias conclusiones' (línea 102), 'Recomendaciones en la producción' (línea 80) y 'Ficha técnica y recomendaciones para impresión' (línea 61). Hay justificación técnica aplicada de d"
Producción de Diseño y Prototipos,NC1,1,0,"No aparece en el programa (ninguna mención a públicos, hábitos o motivaciones)"
Producción de Diseño y Prototipos,NC2,1,0,No aparece en el programa (no hay detección de oportunidades ni espacios de valor)
Producción de Diseño y Prototipos,NC3,1,0,No aparece en el programa (no se define beneficio ni pertinencia de una oferta)
Producción de Diseño y Prototipos,NC4,1,0,"No aparece en el programa (sin competidores, alternativas ni posicionamiento)"
Producción de Diseño y Prototipos,NC5,2,0,"No refutable: 'usuario' no aparece en el programa (verificado por grep). Los prototipos 'certifiquen la viabilidad de producción masiva' es validación técnica de manufactura (tolerancias de ensamble, técnica de impresión), no comprobación de pertinencia, deseabilidad o adopción con usuarios. 0 corre"
Producción de Diseño y Prototipos,NC6,3,0,"No refutable como dimensión de negocio: el curso recibe piezas ya diseñadas y las materializa ('Construir prototipos para empaque adecuados al producto... según la técnica de impresión recomendada'), lo cual el instrumento acredita en DV13. No hay transformación de una idea en oferta implementable: "
Producción de Diseño y Prototipos,NC7,1,0,"No aparece en el programa (sin creación, entrega ni captura de valor)"
Producción de Diseño y Prototipos,NC9,3,2,"La evidencia existe: 'valiéndose de los recursos tecnológicos tradicionales y de los proveedores de servicios de vanguardia en impresión' (línea 93), 'Cotizaciones ajustadas al proyecto' (línea 79), 'Selección de impresión correcta' (línea 77). Se aplica organización de recursos y proveedores, pero "
Producción de Diseño y Prototipos,NC10,1,0,"No aparece en el programa (sin canales, promoción, venta ni distribución)"
Producción de Diseño y Prototipos,NC11,3,2,"La evidencia existe: 'Preparar cotizaciones... con el fin de ajustarse a los presupuestos reales y viables de proyecto' (línea 106) es actividad ejecutada (aplicación, no introducción), y la unidad 'Sostenibilidad' (líneas 81-84: sustratos ecológicos, certificaciones y sellos) refuerza. Pero ni coti"
Producción de Diseño y Prototipos,NC12,3,0,"No refutable: 'cliente', 'equipo', 'riesgo' y coordinación de alcance no aparecen en el programa (verificado por grep; 'alcance' solo figura en 'a su alcance'). Trabajar por proyectos no constituye gestión de proyectos como contenido, y las cotizaciones y la ficha técnica ya se acreditan en NC11/NC9"
Diseño de Empaque,DV3,2,0,"La evidencia de ausencia es exacta: ningún objetivo, contenido ni actividad menciona tipografía o sistemas tipográficos. 'Diseño y jerarquía de información alineado a la marca' es jerarquía informativa (DV1/DV9), no selección ni composición de sistemas tipográficos; leerla como tipografía sería infe"
Diseño de Empaque,DV4,3,0,"Correcto: no hay mención de fotografía, ilustración ni tratamiento de imagen en fin de aprendizaje, contenidos, actividades ni evaluación. 'Elementos del empaque' y 'propuestas compositivas' no nombran creación de imagen. El 3 original era insostenible."
Diseño de Empaque,DV5,3,2,"La cita existe (actividad independiente de 'exploración de marca... ideación, iteración y producción de prototipos'). El fin de aprendizaje y los proyectos evaluados (empaque cartón, empaque y marca, sistema integral) se centran en el sistema de empaque; la conceptualización se ejercita pero no está"
Diseño de Empaque,DV8,1,0,No aparece en el programa: sin contenidos de diseño editorial ni medios secuenciales texto-imagen.
Diseño de Empaque,DV10,1,0,"No aparece en el programa: sin interfaces ni experiencia digital; 'Manejo de archivos (líneas de corte, rebasados)' es preprensa, no diseño digital."
Diseño de Empaque,DV12,3,2,"Correcto: hay investigación de casos e iteración como actividades ('Investigar casos de estudio...', 'ideación, iteración'), pero ningún producto de investigación o proceso figura en los criterios de evaluación; lecturas/discusión pesan 10% y los proyectos evalúan el resultado de diseño. Aplica = 2."
Diseño de Empaque,DV14,2,0,"Defendible: no existe contenido, actividad ni evidencia de dirección de arte o supervisión del lenguaje visual. Definir la identidad del propio proyecto ya está capturado por DV7/DV11; contar eso como DV14 haría la dimensión no discriminante. Ni siquiera hay introducción conceptual ('Rol del diseñad"
Diseño de Empaque,DV15,3,2,Correcto: la crítica creativa con retroalimentación y los talleres de deconstrucción 'evaluando criterios de funcionalidad y comunicación visual' son aplicación dentro de actividades formativas; ninguna defensa o argumentación es producto principal en los criterios de evaluación. Aplica = 2.
Diseño de Empaque,NC2,3,2,"Refutado el 1: en 'Analizar casos de estudio de sistemas de empaque exitosos y fallidos, identificando los aciertos y áreas de oportunidad' el alumno ejecuta la detección de espacios de valor dentro de un ejercicio — eso es aplicar (2), no introducir (1). No llega a 3 porque ningún proyecto parte de"
Diseño de Empaque,NC3,3,0,"Correcto: el programa nunca trabaja la definición del beneficio o pertinencia de una oferta; el empaque responde a 'la estrategia de marca con la que se trabaja' (dada). 'Objetivos de la marca y del empaque' es contexto de diseño, no construcción de propuesta de valor."
Diseño de Empaque,NC4,3,0,"Correcto: no aparecen posicionamiento, diferenciación, competidores ni alternativas. 'La industria actual: panorama y tendencias' y la investigación de casos buscan 'entender el panorama', no ubicar una propuesta frente a competidores."
Diseño de Empaque,NC5,2,0,"Correcto: se producen prototipos pero ninguna actividad los comprueba con usuarios; la retroalimentación es de docente y pares (crítica creativa), no validación de deseabilidad o funcionamiento con usuarios. Considerar 'necesidades del usuario' en el fin es NC1, no NC5."
Diseño de Empaque,NC6,3,2,"Defendible: los proyectos generan empaques implementables (materiales, morfología, acabados, métodos de producción), pero el producto es empaque para un producto y estrategia dados; no se transforma una idea en una oferta — la construcción de la oferta no es el resultado central evaluable. Aplica = "
Diseño de Empaque,NC7,2,0,"Correcto: cero menciones de modelo de negocio, captura de valor, ingresos o costos. 'Panorama regulatorio para la comercialización y venta' es normativo y 'mercadotecnia' es rol comunicativo del empaque, no modelo de negocio."
Diseño de Empaque,NC8,2,1,Introducida como tema de contenido: 'Propiedad intelectual de marca y empaque'; no se aplica en ejercicios ni evaluación.
Diseño de Empaque,NC9,3,2,"Correcto: hay aplicación real de producción ('Acabado y producción del empaque', suajes, tintas, manejo de archivos, decisiones de 'métodos de producción' en proyectos), pero la organización de recursos, proveedores y tiempos —núcleo de NC9— no es contenido ni resultado evaluable. Aplica = 2."
Diseño de Empaque,NC10,3,1,"Defendible: 'Panorama regulatorio en México para la comercialización y venta' y 'el empaque como herramienta de... mercadotecnia y punto de contacto' introducen el contexto comercial, pero nada aplica canales, promoción, venta o distribución en ejercicios o proyectos (los proyectos se evalúan por di"
Diseño de Empaque,NC11,3,2,"Defendible: la sostenibilidad está en el fin de aprendizaje y en contenidos (economía circular, ecopostureo, materiales reciclables/biodegradables) y se aplica como criterio de selección de materiales en proyectos; pero la viabilidad operativa/económica de una iniciativa —la otra mitad de NC11— no s"
Diseño de Empaque,NC12,2,0,"Correcto: no hay contenidos ni actividades de gestión de alcance, clientes, equipos, riesgos o entregables; 'presentar avances de proyecto en sesiones de crítica' es retroalimentación formativa de diseño, no gestión de proyectos."
Estudio de Marca y Sistemas Visuales,DV2,3,2,"La composición se ejerce al construir el sistema visual y el manual, pero no es contenido nombrado ni criterio evaluado por sí mismo; la 'coherencia sistémica' del 30% mide reglas de sistema (DV11), no organización espacial compositiva. Aplicada dentro del proyecto = 2, no 3."
Estudio de Marca y Sistemas Visuales,DV3,3,2,"'Paleta tipográfica' aparece como sub-elemento de 'Elementos del sistema visual' y se aplica en el proyecto integrador, pero ningún criterio de evaluación la constituye como producto central; se evalúa el sistema completo, no la tipografía per se. Intenté sostener el 3 vía el 30% del sistema: la dim"
Estudio de Marca y Sistemas Visuales,DV8,1,2,"El alza 1→2 es defendible: 'Elaborar y defender el manual de identidad' con 'Estructura y contenido del manual' es un artefacto editorial real, evaluado (25% con el pitch). No llega a 3 porque lo evaluado es la documentación del sistema de marca, no la competencia editorial en sí; el 1 original subv"
Estudio de Marca y Sistemas Visuales,DV9,2,0,"Refutación intentada con 'Señalización y entorno físico' y 'Documentación del sistema de marca': la señalización es solo superficie de aplicación del sistema (punto de contacto) y el manual es organización editorial/normativa (DV8/DV11). Ningún contenido, objetivo o evidencia trabaja síntesis o repr"
Estudio de Marca y Sistemas Visuales,DV10,2,1,"'Entornos digitales' se menciona solo como punto de contacto de marca; no hay diseño de interfaces, comportamientos ni experiencias interactivas"
Estudio de Marca y Sistemas Visuales,DV13,2,1,"'Puntos de contacto... señalización y entorno físico' implica aplicaciones/maquetas básicas dentro del sistema (30%), pero el programa no menciona pruebas, prototipos ni producción técnica"
Estudio de Marca y Sistemas Visuales,DV14,3,2,"El alumno define el lenguaje visual de su proyecto (paleta, 'Fotografía e ilustración', 'criterios de uso') — aplicación real de la dimensión — pero la dirección de arte como definición Y supervisión no es producto nombrado ni evaluado; lo central evaluable es el sistema de identidad (DV7/DV11). 2 c"
Estudio de Marca y Sistemas Visuales,NC2,3,2,"'Definición del problema y brief de diseño' y 'Causas y justificación del rediseño' se desarrollan en el proyecto (actividad guiada del brief), pero el criterio del 15% nombra investigación, auditoría y posicionamiento; la detección de oportunidad es componente del proceso, no resultado central eval"
Estudio de Marca y Sistemas Visuales,NC3,3,1,"Refutación intentada con 'Causas y justificación del rediseño' (pertinencia) y posicionamiento aplicado: justificar el rediseño es diagnóstico (NC2) y posicionamiento es NC4; 'Propósito, valores y personalidad de marca' es estrategia de marca adyacente, no definición del beneficio de una oferta. La "
Estudio de Marca y Sistemas Visuales,NC5,2,0,"'Investigación de usuario' existe pero es investigación previa al diseño (NC1), no comprobación de la propuesta con usuarios; toda la retroalimentación documentada proviene del académico ('retroalimentación del académico', 'recibida en clase'). Ninguna validación, testeo o comprobación con usuarios "
Estudio de Marca y Sistemas Visuales,NC6,3,0,"Refutación intentada con 'aplicables en contextos reales' y puntos de contacto ('Entornos digitales', 'Señalización'): son aplicación visual de la identidad, no transformación de una idea en producto, servicio o experiencia como oferta. El programa no introduce desarrollo de ofertas en ningún conten"
Estudio de Marca y Sistemas Visuales,NC7,2,0,"Verificado línea por línea: no existe contenido, objetivo, actividad ni criterio sobre creación, entrega o captura de valor ni modelos de negocio. Sin evidencia posible para 1. 0 correcto."
Estudio de Marca y Sistemas Visuales,NC8,2,0,"No hay registro de marca, derechos ni propiedad intelectual en el programa; 'Criterios de uso, adaptaciones y restricciones' es gobernanza gráfica del manual, no protección o aprovechamiento legal de marcas u obras. Ni siquiera se introducen conceptos de PI. 0 correcto."
Estudio de Marca y Sistemas Visuales,NC9,2,0,"La unidad 'Implementación de marca' podría confundir, pero su contenido (arquitectura, identidad dinámica, puntos de contacto, documentación) es aplicación visual, no organización de recursos, proveedores, tiempos o procesos de ejecución. Nada introduce gestión de producción. 0 correcto."
Estudio de Marca y Sistemas Visuales,NC10,3,0,"Refutación intentada con 'Puntos de contacto', 'Comunicación corporativa' y 'Entornos digitales': el programa los trata como superficies de diseño donde se aplica el sistema, no como estrategia de canales, promoción, venta o distribución; 'Investigación de mercado' es diagnóstico, no comercializació"
Estudio de Marca y Sistemas Visuales,NC11,2,1,'Accesibilidad y sostenibilidad de marca' aparece como contenido introducido; no se aplica ni se evalúa como viabilidad de una iniciativa
Estudio de Marca y Sistemas Visuales,NC12,2,1,"'Alcances del proyecto' (1.1.2) se introduce dentro del brief; no hay gestión de clientes, equipos, recursos ni riesgos"
Portafolio Profesional,DV5,3,2,"La evidencia existe: 1.3 'coherencia narrativa' como criterio de curaduría, 1.4 case study, 2.2 'identidad como diseñador' y 3.3 'concepto, dirección'. La conceptualización se ejercita dentro del proyecto, pero ningún criterio de evaluación la nombra como resultado; lo evaluado centralmente es curad"
Portafolio Profesional,DV8,2,3,"Irrefutable: el fin de aprendizaje dice 'mediante procesos de curaduría, edición y producción editorial', 2.4 es 'Diseño editorial aplicado: tipografía, retícula, color y jerarquía visual', la actividad independiente pide 'Producir el portafolio físico: diseño editorial...' y 'Portafolio físico 25%'"
Portafolio Profesional,DV9,2,0,"No hay visualización de datos, infografía ni representación de sistemas en objetivos, contenidos o actividades. Los case studies (problema—proceso—resultado) y 3.5 'Documentación del sistema' son narrativa y maquetación editorial, ya capturadas por DV8; la distinción entre DV8 y DV9 en el instrument"
Portafolio Profesional,DV10,2,3,"La evidencia existe y sostiene el 3: actividad independiente 'Construir y publicar el portafolio digital: sitio web o plataforma elegida con mínimo 3 casos de estudio completos', contenido 2.5 (página web, Behance, showreel) y criterio 'Portafolio digital 25%' — uno de los dos productos de mayor pes"
Portafolio Profesional,DV12,3,2,"El proceso iterativo está muy presente (Design Crit 'en cada etapa de producción', avances parciales por corte, análisis de portafolios referentes, 3.1 pruebas para 'identificar errores y realizar mejoras'), pero es método pedagógico: ningún criterio evalúa el proceso o la investigación en sí ('Cura"
Portafolio Profesional,DV13,2,3,"Irrefutable: la unidad 3 completa es 'Producción del portafolio' (3.1 'Prototipado y pruebas de impresión', 3.4 'Impresión y armado del portafolio final'), la actividad independiente exige 'pruebas de impresión, armado y acabados', el fin de aprendizaje incluye 'producción editorial' y 'Portafolio f"
Portafolio Profesional,DV14,3,2,"La evidencia existe (3.3 'concepto, dirección, iluminación'; 3.2 'mockups y ambientación'). Aunque 'Fotografía de retrato profesional 15%' roza la dirección de arte, ese criterio evalúa la fotografía (DV4), y la definición/supervisión del lenguaje visual del sistema no figura como resultado nombrado"
Portafolio Profesional,NC2,3,0,"El 3 original era insostenible. 4.1 'Panorama del mercado laboral' es conocimiento del contexto (cubierto por NC11) y 2.1 (audiencias del portafolio) es NC1; no hay ninguna actividad de detección de problemas u oportunidades donde el diseño produzca valor. Bajo lectura estricta de la dimensión, no a"
Portafolio Profesional,NC3,3,2,"La evidencia existe: 2.2 'Propuesta de valor personal: identidad como diseñador y posicionamiento' se aplica al planear el portafolio propio, y la presentación final argumenta decisiones. Pero ningún criterio de evaluación la nombra como producto; es insumo del proyecto, no resultado central. 2 corr"
Portafolio Profesional,NC4,3,2,"Se aplica: 2.2 'posicionamiento' dentro del proyecto propio, y el análisis de portafolios referentes da un marco comparativo débil. No hay análisis formal de competidores ni criterio de evaluación que lo mida. El 3 original sobrevaloraba; 2 (aplica dentro del proyecto) es el nivel exacto."
Portafolio Profesional,NC6,2,0,Estrictamente defendible: NC6 exige transformar una idea en una oferta creativa implementable (producto/servicio/experiencia para un mercado). El portafolio es una pieza de autopromoción/comunicación — su producción ya puntúa en NC9/DV13 y su comunicación en DV8 — y no hay desarrollo de oferta algun
Portafolio Profesional,NC7,2,1,"Solo se introduce: 4.2 'Modelos de trabajo para diseñadores: freelance, corporativo, agencia y estudio propio' y charlas con egresados; sin ejercicio de diseño de modelo de negocio"
Portafolio Profesional,NC8,3,1,"Exacto según la escala: 4.4 'licencias tipográficas, derechos de autor y registro de proyectos (IMPI, INDAUTOR)' es un único subtema introductorio, sin actividad de aplicación (ningún registro o licenciamiento se ejecuta) y sin presencia en criterios de evaluación. Introduce = 1."
Portafolio Profesional,NC9,1,2,"La subida es correcta: el alumno ejecuta producción real — 'Producir el portafolio físico: diseño editorial, pruebas de impresión, armado y acabados', 2.3 'formato, materiales, acabados y encuadernación', avances por corte. Es más que introducción (1), pero la organización de recursos/proveedores/ti"
Portafolio Profesional,NC10,3,2,"Se aplica: 4.3 'Presencia digital y visibilidad profesional (plataformas y redes sociales)' y el acto de 'publicar el portafolio digital' son distribución/promoción ejecutada. Pero no hay venta ni comercialización como resultado; los criterios evalúan el artefacto, no el acceso a públicos. 2 correct"
Portafolio Profesional,NC11,3,1,"Solo introducción: 4.1 panorama del mercado, 4.2 modelos de trabajo y charlas sobre 'trayectorias, modelos de trabajo e inserción profesional' presentan condiciones reales sin que el alumno realice análisis de viabilidad o sostenibilidad alguno. El 3 original era claramente excesivo; 1 es el nivel e"
Portafolio Profesional,NC12,3,0,"No aparece: ningún contenido ni actividad aborda gestión de alcance, recursos, equipos, clientes o riesgos como objeto de aprendizaje. Los avances por corte son estructura pedagógica del curso, 4.2 describe modelos de empleo (no gestión de clientes) y 4.5 es presentación ante reclutadores, no relaci"
Estudio de Diseño de Interacción,DV3,2,1,"Solo 'Contraste, jerarquía visual y legibilidad' (unidad de accesibilidad); no hay selección, composición ni diseño de sistemas tipográficos en contenidos u objetivos"
Estudio de Diseño de Interacción,DV4,1,0,"No aparece en el programa (nada de fotografía, ilustración o tratamiento de imagen)"
Estudio de Diseño de Interacción,DV6,3,2,"La evidencia existe: 'Animación funcional como herramienta de comunicación' (contenido), personas y escenarios de uso, contraste/jerarquía/legibilidad. Pero el fin de aprendizaje y los criterios de evaluación se centran en diseñar/validar productos interactivos (DV10), no en formular mensajes visual"
Estudio de Diseño de Interacción,DV7,1,0,"No aparece en el programa (sin mención de identidad, marca o lenguajes de reconocimiento)"
Estudio de Diseño de Interacción,DV9,2,3,"La evidencia es literal: 'Aplicación de la arquitectura de información... a productos digitales interactivos: navegación, búsqueda, filtrado y categorización' (contenido) y el criterio de evaluación nombrado 'Investigación de usuarios y arquitectura de información 15%'. Un criterio de evaluación ded"
Estudio de Diseño de Interacción,DV11,3,2,"'Sistemas de diseño y bibliotecas de componentes' es tema del bloque de prototipado y se ejercita en workshops, pero no figura en el fin de aprendizaje ni existe criterio de evaluación que lo mida como producto (los proyectos evalúan prototipado, validación y accesibilidad). Aplicación en ejercicios"
Estudio de Diseño de Interacción,DV14,2,0,"Refutación intentada y fallida: no hay ningún contenido, actividad ni criterio sobre definir o supervisar el lenguaje visual de un proyecto. 'Contraste, jerarquía visual y legibilidad' pertenece al bloque de accesibilidad y las críticas grupales no son dirección de arte. El 2 original era insostenib"
Estudio de Diseño de Interacción,NC2,3,2,"'Analizar problemáticas y conceptualizar soluciones de interacción' (actividad independiente) confirma aplicación en proyectos, pero ni el fin de aprendizaje ni ningún criterio de evaluación plantean la detección de oportunidades como resultado; el fin parte de diseñar/validar productos, no de ident"
Estudio de Diseño de Interacción,NC3,3,1,"La única evidencia es 'soluciones viables... vinculadas a contextos de negocio' (fin) y críticas grupales con 'vinculación con contextos de negocio'. En ninguna actividad, contenido ni evaluación los alumnos definen o construyen una propuesta de valor (beneficio y pertinencia de una oferta). Referen"
Estudio de Diseño de Interacción,NC4,2,0,"La lectura del auditor es exacta: 'tests heurísticos a productos digitales del mercado... con criterios de accesibilidad' es evaluación de usabilidad/accesibilidad de productos existentes, no análisis del lugar de una propuesta frente a alternativas o competidores. Nada más en el programa toca posic"
Estudio de Diseño de Interacción,NC7,2,0,"No existe contenido, actividad ni criterio sobre cómo una iniciativa crea, entrega o captura valor. La mención genérica 'contextos de negocio' no introduce conceptos ni herramientas de modelo de negocio (esa evidencia ya sostiene el 1 de NC3, dimensión distinta). 0 correcto."
Estudio de Diseño de Interacción,NC8,1,0,"No aparece en el programa (la 'ética del diseño' y 'transparencia, sesgo' con IA no son propiedad intelectual)"
Estudio de Diseño de Interacción,NC9,2,0,"Usar 'herramientas digitales colaborativas de prototipado' es técnica de diseño (DV13), no organización de recursos, proveedores, tiempos o procesos de ejecución. Ningún elemento del programa aborda producción e implementación en el sentido de NC9: 0 correcto."
Estudio de Diseño de Interacción,NC10,2,0,"Verificado línea por línea: no hay canales, promoción, venta ni distribución en fines, contenidos, actividades ni evaluación. El 2 original no tenía sustento textual: 0 correcto."
Estudio de Diseño de Interacción,NC11,3,2,"'Generar soluciones viables' aparece en el fin de aprendizaje y las críticas grupales incluyen 'vinculación con contextos de negocio', así que la viabilidad se aplica sobre los proyectos; pero no hay contenido temático que enseñe a evaluarla ni criterio de evaluación dedicado, por lo que no es resul"
Estudio de Diseño de Interacción,NC12,2,0,"'Realizar proyectos... durante el semestre' describe el método de trabajo del estudio, no enseñanza ni evaluación de gestión de alcance, clientes, riesgos o entregables (ningún contenido ni criterio lo aborda). Si el mero trabajo por proyectos valiera 2, toda materia de estudio puntuaría en NC12: 0 "
Diseño de Experiencia,DV1,1,2,"La evidencia existe: 'códigos cromáticos' (contenido), 'condiciones lumínicas y contraste en el espacio' (contenido) y el proyecto integral 'documentando la jerarquía de información'. Jerarquía, color y contraste se aplican dentro del proyecto, pero el resultado central evaluable es el sistema de or"
Diseño de Experiencia,DV2,1,2,"Evidencia verificada: talleres prácticos de 'zonificación, trazo de flujos de circulación' y contenido 'Coordinación de elementos gráficos y espaciales'. Es organización espacial/estructural aplicada en talleres y en el proyecto integral, no solo introducción de conceptos. No llega a 3 porque la com"
Diseño de Experiencia,DV4,1,0,"No aparece en el programa: no hay fotografía, ilustración ni creación/tratamiento de imagen en contenidos, actividades ni objetivos"
Diseño de Experiencia,DV5,3,2,"Las citas existen ('Síntesis estratégica: traducción de hallazgos abstractos y etnográficos'; 'Sintetizar los hallazgos de campo en entregables profesionales'). La síntesis conceptual es un paso aplicado del proceso, pero el fin de aprendizaje centra gestión, diagnóstico y proyección de sistemas, no"
Diseño de Experiencia,DV7,1,2,"Evidencia verificada en la unidad 4.2 Gráfica ambiental estratégica: 'Integración de la identidad visual de marca con el espacio' y 'Coherencia de marca en sistemas unificados', y el proyecto integral incluye gráfica ambiental, por lo que la marca se aplica (no solo se introduce). No es 3 porque no "
Diseño de Experiencia,DV9,2,3,"Refutación fallida: el fin de aprendizaje centra la 'proyección de sistemas complejos de orientación espacial' (representación visual de información y sistemas), el proyecto exige 'documentando la jerarquía de información' y hay criterio explícito 'aplicación en sistemas de navegación 40%', más entr"
